from,to
3485,28068
3485,2106
14450,6355
9065,28074
3485,17901
3847,7
8430,10909
6794,28082
20787,4760
15934,2841
18060,2666
1946,12082
17901,17901
11540,10909
1946,10909
27933,3651
1345,10909
5712,11142
10076,7
6085,10909
1737,10909
27816,21136
8799,11142
28089,362
12858,8725
801,8725
6101,4556
26013,26516
10366,2191
801,10909
26013,9569
10610,4246
28095,2954
12705,12082
6094,4556
28090,18135
13972,27832
3521,17901
454,25094
3651,25094
27465,11142
4231,2666
18060,1355
4298,9164
4298,4298
7402,25094
4298,4298
15629,1355
13972,7631
13650,25094
1266,28077
27732,4040
28106,27960
2290,10194
4231,6545
3931,18289
9502,28107
20302,28098
3493,955
1946,28016
6101,28016
25510,28108
1131,28070
1441,10446
11142,27396
6101,4893
20781,20781
6094,27396
14493,11142
15837,1355
17164,11142
121,28016
4428,18289
8430,28115
27816,6936
13168,12310
14450,7041
10839,12310
8799,4893
28090,25094
14302,28124
6348,21136
6794,27523
3521,2348
28128,10946
8914,9164
1355,332
11100,18087
1946,8843
14515,4971
27453,18496
13972,4971
28090,28132
20787,12996
1463,12996
4874,17965
6794,8843
297,27933
1650,18496
4354,4971
8430,27249
21701,12996
6101,4526
22758,28118
6101,28132
17036,18087
21684,18087
13972,9093
1946,2097
8193,27459
14450,27933
8197,1465
28144,27890
1441,28132
25510,9455
1649,2841
6999,25807
1131,2097
1131,28070
75,2191
18060,18013
14167,14167
5743,28146
406,27523
6205,1465
24891,27990
801,8419
11025,27990
25485,28147
13265,28151
297,4312
20763,10980
2349,13441
1345,28154
11142,28157
4556,6094
20302,12156
28159,28147
18060,3544
10744,4312
14447,24021
27984,9317
25062,26689
2349,28156
25510,26543
11260,27455
9928,4622
3493,28052
10446,3544
6506,12706
404,4096
18060,2363
2349,13559
24891,27958
2807,22170
32178,17064
454,28167
22971,4054
1176,28167
1409,22170
25510,4054
25510,11286
25051,28052
9025,972
6794,11286
1131,26543
3902,28170
11100,28052
28172,3544
6085,38783
7521,38783
7743,38783
24891,28176
2841,27751
14450,27962
6666,2363
6153,28098
21581,22714
2000,38783
6794,27923
3502,23506
20787,9025
26080,26080
26013,24913
7402,25947
7949,2310
25510,28180
26013,19934
4354,18263
5263,4345
23444,683
25510,683
28090,28178
2349,28188
10610,28188
9072,683
5034,27962
11142,27962
19729,27962
18060,12909
28172,421
28190,28052
3485,2841
18060,25854
3485,25854
6094,28191
28172,23758
27564,28192
2349,9455
12176,6094
6794,4177
28195,18263
25355,22073
24076,9025
3521,28176
23291,9891
13650,24637
27816,5810
28200,28151
17261,22684
1946,38783
28204,28052
23291,6836
10901,461
13972,27832
25510,10839
23291,11794
10901,4893
25947,16883
28211,2841
27816,18974
11081,24913
26459,2310
28215,14490
11142,4893
3493,10839
3485,26003
827,12156
5442,38783
11260,11142
26002,1682
2349,18974
10503,10219
10503,10839
3902,10219
2290,23874
2264,10839
11142,6094
35353,25854
11142,23291
11142,17513
27816,29218
23291,18000
12310,29218
4648,29218
5093,18000
28090,29214
2481,1816
801,4556
28090,28155
22277,461
3214,27962
3214,27831
4721,4721
4354,13161
2233,29233
13650,25947
22989,1041
27816,21369
66,4707
3847,766
9093,6355
297,10219
18086,23291
20787,22781
73967,5292
22277,29235
2290,17907
703,7360
3106,10839
29241,25160
9072,29233
1593,29233
10194,27895
3545,1816
28172,1992
1946,29231
344,2039
29247,20302
11583,11583
1345,18496
1946,7458
10076,5292
8430,27249
27816,21369
4790,2039
11025,5292
18653,26361
3992,27760
4354,22758
1310,29254
7460,29254
27816,29254
10446,29256
9661,27760
13265,2039
7144,4692
27465,71
20302,29254
11025,5292
2926,2841
16046,2039
18060,2039
23291,5744
15506,18669
11100,27249
28128,10946
2807,20302
27494,25947
26689,23053
318,4517
26935,25590
2290,17907
15629,26116
13410,7076
27850,18496
36466,20302
13972,27832
19276,27962
1650,18496
4354,10758
29276,19593
23141,23995
23501,17907
27829,9896
2807,3106
1131,28187
18060,10898
391,10898
24180,25232
25510,17073
23907,11286
18060,29279
3324,25232
10446,11286
10610,18815
4790,13139
5659,29282
6506,5744
5743,25232
5091,12489
4428,29282
290,11906
75,11906
18739,12481
29283,10400
1114,2841
11640,11906
9072,25232
7437,10867
3521,10867
35840,801
11142,9253
29287,1355
6794,28215
22989,23310
4144,10867
1021,1816
3847,10867
10076,29282
3847,5952
25355,391
4428,5952
2233,391
18739,11016
14653,10446
7743,29292
454,18698
22447,391
3545,26116
12705,29292
13113,25232
6794,29292
26039,29237
6794,29294
3324,25232
317,19689
582,2191
9825,29294
9928,12310
11142,1190
11142,19689
27831,27831
8103,12310
10194,6849
6517,11783
4354,27832
4721,2672
1176,2672
4177,2672
11142,2906
23950,24759
12978,29294
8588,2906
5701,2906
29305,25232
2807,29295
11142,29295
11142,25232
16143,2906
16054,25232
8032,24958
1345,23252
9871,29293
10839,29309
29312,25232
6101,29308
11638,25609
11638,25609
12705,28215
29315,29309
6666,1939
5542,25232
13972,1190
1946,18263
379,2344
27941,27249
9502,29320
3493,18263
4194,344
6262,24891
17164,4423
8133,4423
21684,29330
14915,23317
11142,27396
14915,4423
6999,27967
12761,5831
13650,27198
15629,25590
1540,26474
317,29335
1056,4423
12156,25590
17581,27396
17969,27967
29341,25590
4707,25309
23291,1358
801,25080
23291,20491
20491,20491
13816,25080
8799,27249
25510,27249
25510,19544
4231,25202
23291,1046
12166,8103
2233,6101
35357,6101
4144,25590
25510,24445
10400,36285
391,27398
2233,6101
15506,27249
1946,6101
1946,4753
12166,20272
10446,7780
6101,29352
25510,36572
29353,29340
2868,15124
1441,29319
4231,1046
27056,1046
27967,27967
17836,29349
8133,29349
1946,27603
10671,2436
317,29333
25510,22338
6936,2837
3502,6101
7458,6101
29364,3554
17988,17064
9072,27603
4961,29366
3651,22338
1131,11100
9481,15566
25510,29368
21684,29330
25510,29330
18060,11100
12205,16639
1540,29361
23317,29349
3651,4096
15743,28102
297,11100
14450,26700
15629,16639
25510,4096
1345,29333
6262,4528
78,10446
26013,16639
8588,29368
1061,26798
45,4177
17907,25590
15629,16639
4231,26700
5701,29368
1946,22309
14915,27933
13265,13139
21059,27933
21684,23252
1946,11145
2926,21615
16002,27933
29349,29349
6794,1355
7666,3848
7743,1355
28090,26798
6101,27933
28090,29381
4790,23758
7031,7952
7206,1355
29293,15289
943,15289
3711,1355
4653,1046
2926,1355
9502,13139
13972,15654
11260,20782
18060,29328
4690,29334
25485,29391
613,25590
22377,27831
25485,1358
35840,15597
3493,29394
4354,29394
8726,15289
20674,13139
29399,1355
20674,29349
947,29401
5081,15289
10194,24021
2000,7252
29407,24891
6666,29404
3166,756
2926,6262
3460,11985
12610,27933
17164,27933
2384,14319
17353,27933
10671,10671
10368,24958
10368,29349
1131,27603
4177,24958
29416,1355
21051,29381
17308,3945
13762,11985
27816,23978
5301,29401
5301,15597
18739,15597
6481,24021
21123,22073
3651,6043
8588,29395
17907,23501
3132,23501
8103,12486
49,1355
24180,6043
6666,12486
9072,6043
317,18613
25510,29428
21051,29428
121,2234
17969,29413
20787,12996
27933,18279
13972,29418
13381,22789
6101,18279
12705,29433
15629,4721
22975,4721
25510,4721
10475,4721
18060,5661
12547,49
4231,25202
35353,4721
8737,29357
7294,4721
6494,27933
5598,23501
613,4721
13923,27933
17836,29404
1573,18613
20302,4721
801,29434
703,703
21349,4721
21907,4721
6753,2666
6794,7206
1946,7206
17261,4721
4580,13886
29443,21857
27013,13886
14915,21059
2926,21059
17836,21059
2290,27042
4769,21369
430,14469
4639,4721
121,21857
4177,25165
1492,22051
6094,29445
4428,8320
1131,8183
6666,5301
25510,27968
10076,5661
1409,78
19276,27968
8430,29442
11286,29441
5301,21857
2821,10909
12482,29449
25145,29449
18739,27042
2622,27968
24891,29414
9025,22051
10194,29446
2051,27968
8320,8320
18698,26882
26255,16943
1532,4558
4362,22781
29459,19399
21684,5301
27933,19923
29461,2720
4721,27968
12757,10046
9928,10046
21684,10046
25510,10046
1568,10046
22295,27968
22051,25102
1094,303
25062,28002
20302,16702
21907,16702
763,29469
6415,4721
11640,19860
3324,21700
15837,27042
430,22217
11919,21700
10194,22217
4874,10799
4874,26271
2318,27968
3847,25854
21349,20387
13494,26116
39082,27048
1345,10046
5301,27398
2000,20387
290,8008
6506,29446
12481,12489
26013,24644
3995,18256
943,1056
18494,1056
6506,22217
18494,2097
22971,1056
6101,8887
26013,16639
121,16943
8131,1056
22975,10799
19949,25165
27816,2837
3651,29481
28090,4281
8799,4281
6794,29482
12705,29482
613,4281
11332,4281
12996,12996
454,16639
29404,29432
4231,7031
613,4281
25510,10446
297,17546
25510,29483
19475,4701
12547,2811
12996,44949
3847,26576
10368,2206
25510,23753
29349,23317
21907,22500
17836,5801
18060,27398
943,7631
1004,13902
12120,5295
11142,29495
25510,29493
1131,8183
13650,8008
1106,8008
4428,25854
18060,3544
20716,1574
27816,26892
8008,12481
943,22073
7460,15606
6101,27381
5091,29500
29506,17362
29482,24151
44949,17734
29482,8784
2042,4701
25510,22954
27933,22980
28090,22980
12705,29482
3659,27341
13441,391
29480,18589
2290,29513
4790,13139
23950,22217
4721,13441
4428,33841
9072,10898
25510,13441
11540,7952
5018,14497
25510,26543
4231,14497
1441,22980
4925,17706
6101,26543
75,29433
17118,29368
9025,8008
7359,2672
7359,27962
1946,29524
9716,29495
10368,29433
11142,2672
13650,6649
10774,15934
1993,12744
972,29509
29531,1866
14830,29522
12898,26543
6101,26543
26935,1993
8176,9305
6094,6649
24386,24508
6506,10194
10400,29536
801,4177
6101,29537
22051,11100
22277,26543
25485,18698
7631,7352
13139,13139
13265,15606
27056,29536
4231,29536
15934,10774
13694,13694
3996,11927
2290,11927
29549,29413
9942,6269
25510,7352
29543,28141
9316,7352
11142,7352
11260,1840
9942,6269
1281,7352
3324,29480
29555,2554
29556,7725
7762,13647
16002,3106
2554,29433
3847,21815
13923,9896
27933,9896
18376,18376
404,2
75,11546
1593,9896
8719,9896
23907,9896
4428,3106
6494,3106
6494,3106
14807,3106
29560,9896
29283,21815
27816,20343
10076,11927
1345,6649
10076,750
4790,2841
7399,25442
14915,29335
27465,290
2926,9896
7631,9896
8103,18301
3460,18301
1946,24734
11260,21700
7631,6269
27816,26832
23862,23862
26459,7646
6794,22002
25510,26832
1946,22002
13972,22073
11025,22002
14497,29566
25510,11072
1946,9961
6084,13542
35840,25272
2481,12664
11926,13542
14915,22002
7646,26278
1649,22002
11142,18263
11142,17812
2627,12664
22051,5179
10083,11927
25510,6094
11919,13542
2349,23907
14830,25510
2821,13542
4177,22002
27816,22002
27816,22002
12481,12489
26935,29504
22277,5810
16702,22954
7402,12489
7402,12489
12120,22954
6101,29580
6153,13542
2926,29578
19520,29577
29590,18256
25510,22954
14653,3214
6101,29592
14493,25510
27816,22002
18060,22002
4164,29535
3324,29592
4177,22002
11260,29333
21684,22002
29600,29587
32,29535
14915,7206
9025,29587
1946,7206
6908,29596
6794,7206
8430,11142
1946,11640
29555,49
9970,7780
586,7780
1409,7780
15629,22002
38783,586
2821,7780
13923,16518
13972,27249
2000,11145
8799,27580
25326,25097
10446,7780
7399,29562
5701,6094
10610,29591
4769,20343
19520,29607
29578,29578
8799,29617
1049,10450
29624,29617
13265,5094
8135,29623
24119,23862
22002,288
421,8080
12705,11146
14302,29623
9924,9924
6794,22051
9025,22051
29622,12664
25510,10450
6101,40867
29628,26798
11100,29611
297,21155
19949,9896
17581,44949
3106,13542
13265,24864
8799,24864
19229,24864
20787,17847
29482,1459
22388,29630
9502,299
405,13284
9502,9164
3995,3995
9422,14432
4231,21155
3959,29634
15334,24586
18134,8737
13972,43085
29644,1459
9422,29587
16517,29643
27933,10446
7222,10980
2000,38783
15629,1355
1441,29647
27816,23907
25326,29599
8799,29637
27816,5450
8103,5450
12310,12310
13650,20793
29651,16537
3651,16518
22388,29630
11025,29630
3651,16518
3753,29591
2481,23424
17353,1459
17118,27741
2821,23424
454,27741
11025,29630
15837,1355
25510,27381
14497,10446
4366,29256
14447,3995
35353,10446
9317,23291
18662,29433
13923,20174
3996,11025
24360,20174
20804,9896
11260,29633
10194,22073
29667,29547
14447,29664
22429,29665
6153,18060
17836,29433
29671,27305
3106,18060
21907,29661
9658,29591
29680,29591
11260,6756
22878,9896
10194,29663
5712,5101
13650,23862
18571,29663
21684,18060
21684,29685
13923,10446
21907,10243
7031,1407
4572,10446
6506,11025
4177,10243
14653,26077
7031,4782
8799,27249
102,1465
14915,10243
13265,18060
9072,19078
21369,49
2926,29664
8131,27896
9072,27896
431,1465
6794,19860
29493,27896
13552,19860
4428,22460
12120,29704
6101,29704
28090,29704
27816,35353
9652,29704
4639,683
613,27832
11142,29709
6101,27896
16517,29712
4177,2503
10696,29713
29716,2731
1946,10243
1847,1355
1946,10708
11142,29717
13923,27933
4428,27398
6999,16702
1176,10243
121,27933
3380,27933
27896,29706
29720,22967
1946,10243
4572,22073
22758,26402
26543,5690
6101,19394
10696,27933
29703,1021
5587,2503
29724,26286
8008,26286
27816,22073
17308,29695
3992,13444
19949,27933
1463,44949
13552,297
3593,27933
25485,29726
7031,11099
8494,297
532,29727
297,11146
20186,6101
21701,27933
25145,297
26935,21574
12705,11146
15934,11146
20302,13185
19394,19394
23141,29625
11100,11146
4428,20883
317,18129
1532,6094
21399,15606
405,13284
15743,29480
26077,26077
5952,29591
9928,19926
25510,25135
10194,19695
6363,15896
955,24494
11054,5101
2926,10243
1345,18129
13972,4622
3847,4721
13650,22051
6666,4721
7311,332
12481,11146
9652,10243
26935,29743
27816,29743
3473,19926
26935,19926
25145,13904
28090,26608
12156,29743
801,27962
13441,13441
6794,15432
14915,15432
11100,2530
13923,683
9022,29747
801,12965
25510,5387
20787,18129
3106,11146
13972,22073
6262,2841
2356,14925
29755,24494
3959,27962
3521,29630
22141,2841
4428,13441
9652,29747
29757,22051
13650,19885
6101,24400
801,1409
24195,24195
801,4246
5810,29764
14450,27962
23291,2234
18376,19477
9793,29763
13972,26762
10076,13139
1946,29763
23291,9776
2623,9970
12947,19078
2349,27666
23291,9073
21684,9776
27816,27666
321,9970
29777,29770
9072,13898
27816,27666
121,11286
2622,11286
14450,1409
4231,25091
4428,27651
27941,29762
23204,23204
25510,450
13972,6569
25510,8799
17064,4177
3521,4690
25510,27933
23950,29695
1463,29775
2004,17064
955,27328
2807,16702
9072,27328
1409,15566
25510,29785
13972,29785
13972,29788
18060,11286
1266,13886
16517,28178
12610,1409
27831,29787
25510,4721
13381,29625
766,11286
14915,12586
19276,4721
6084,29789
1946,29790
3493,29789
20302,28178
13972,4721
11674,29730
29793,22051
9317,25854
1131,29762
1450,6269
27831,29787
8008,29789
14915,23716
29797,29784
13326,12156
8899,27933
8799,28178
20302,4971
6494,8799
1176,23716
23141,1450
1450,1050
17836,24338
11260,25947
26935,402
21907,29804
25510,12264
6794,23716
6794,29801
6794,2672
26935,4362
25510,25947
8103,36067
25510,29804
23291,13559
13923,14441
19949,24094
4721,51
4580,13886
6460,1450
2954,12264
1450,8899
1345,8899
7399,29804
18060,29349
22878,4177
29817,29578
7762,1878
22295,2191
14450,29813
22878,290
12310,11211
19949,2503
6153,28067
3891,1878
1463,8899
4231,29813
4096,27125
4794,1878
18739,25510
14214,29630
1441,8799
14094,3969
29828,7035
4428,27125
8799,7294
353,24094
18060,2191
25510,26176
26935,29829
8430,29691
2627,9317
1465,29827
11211,29829
7759,29357
284,29830
22295,5482
2807,1358
6101,22976
18060,29838
7845,25342
6101,29837
25510,4874
391,29730
6950,26077
18060,3106
75,3106
4428,29842
2530,29842
121,29838
12481,6043
4767,6753
11145,11145
8008,29357
22989,29846
26013,23841
2926,20031
22989,1291
27816,12547
7460,33841
3684,6043
13762,29850
11100,3992
10503,29849
14214,28067
13923,23786
1176,29853
29857,2234
24165,44949
18739,12481
4790,2841
7460,9164
2926,29853
10194,27895
1044,20186
12120,17697
12120,29860
4354,7631
3132,29826
11260,22963
21684,4721
4177,29853
25485,29764
11054,6494
2926,10427
6084,6494
25510,23753
29873,4878
1441,4721
10503,4721
703,22781
21564,21564
4428,25854
2821,25947
18060,25854
12898,7333
11919,25947
8799,6494
13381,6494
26935,6494
22878,416
26935,6494
10368,7333
8008,4878
391,1056
29883,5756
1463,6503
2000,8133
8542,20031
20302,22781
1946,8133
15629,29877
801,44949
27816,23931
4231,27398
3493,8133
5337,13139
955,26648
21907,27199
29893,29891
29894,35353
2503,29891
2823,21123
3132,2821
2349,21123
8008,6494
582,23931
1061,7368
582,78
13886,13886
10076,10610
2807,1056
2807,321
8008,7368
9317,19475
2554,27718
121,11142
5263,6316
4528,4528
3684,6316
20186,6316
11054,6316
10076,2841
22878,2841
4177,29883
20215,29883
7460,10610
11100,29902
24386,3891
29451,44949
11100,13886
25442,29883
20302,12264
12120,29904
5110,332
20787,27566
19399,19399
24309,4463
8719,6316
21701,11142
14107,21523
1044,29907
12310,29883
381,4528
25510,4463
13972,3400
1266,29902
22002,22996
4231,26700
943,7460
29691,29691
6506,17907
10475,29883
1465,29330
454,11599
13650,24897
8008,29905
1044,24897
29912,6131
3075,9793
29451,44949
78,9793
20302,29911
430,26116
11540,29910
25510,29910
6794,29916
317,14167
3803,18698
1345,29911
143,18698
1573,29911
2807,29905
24508,1784
12176,2807
730,29813
26935,25731
824,6131
3509,23902
18410,1142
22846,29813
1650,18496
801,26700
19949,2266
29720,4463
7252,7252
11100,29937
47274,29934
29938,2575
6101,29936
25510,29929
14447,37021
13923,498
17836,5801
75,6666
25510,26046
24165,10366
29944,14941
1098,498
4177,16134
10446,29883
3621,3621
20186,3621
15629,13027
4231,13027
10194,29663
75,11546
21684,29948
8008,8008
14830,2807
13972,29929
21302,21302
25510,29959
11100,3503
13923,1
10076,25854
3502,6666
24891,4994
26935,29954
5101,25854
27816,21302
19949,6666
21291,21291
1939,9164
4231,23907
1176,17164
29967,6094
2622,29945
2926,17164
25510,10446
1946,11145
7402,10446
6094,29959
6085,14340
25510,1587
6481,10446
11260,29945
2000,10446
24891,39742
2926,39742
1737,1539
3493,17164
29972,8381
943,29973
3593,29973
468,12826
49,16134
1061,29968
26935,2837
9072,13625
6794,39742
24201,10366
943,13168
9025,1539
13972,15743
10194,29976
2106,29976
4194,18571
630,29979
22878,340
10503,17164
78,18207
1532,17164
4649,29980
20716,8381
29987,11072
12489,12489
17111,6262
13923,15516
2926,15516
8621,29992
11233,11145
25510,10446
1176,25510
26459,29981
11670,290
29998,25510
1131,10446
15629,10446
317,1631
468,12826
13168,21564
121,21596
8430,42531
26935,385
30009,25510
26935,17047
45,17047
26935,30005
13650,30004
1946,4177
4428,13441
290,12481
9072,12481
8103,6936
10610,9164
398,8419
3502,30015
6153,30015
30018,10446
7410,10446
29992,15606
2821,10898
7460,15606
22878,15606
5690,30012
6794,7206
6794,385
29935,19949
11926,10898
25510,10446
20031,30015
7402,30015
4925,30026
9072,30026
21684,30012
26286,2384
28090,27832
3923,29973
1463,3465
30035,25854
1266,19075
19885,19075
4144,25854
25510,30026
20302,13441
6794,30034
25510,26077
6950,25854
26935,30026
18060,1328
321,26077
10076,15606
30041,30040
10475,65
10076,14854
344,11546
3545,30038
3521,14854
13923,340
22388,12826
17581,30052
6976,2051
12705,29956
9025,30027
6101,340
6794,30058
30022,18496
2926,30058
13832,3840
955,4556
11828,4556
2384,3840
20302,3840
2233,4556
15695,20067
454,3840
26935,26077
11919,13625
1345,22781
18512,2623
30066,30038
13923,30065
23860,30065
14447,30038
25510,30065
4177,30058
2663,340
1946,30072
11054,2264
6094,6269
290,26077
25510,26077
1131,30065
3493,6269
25510,27249
26077,30072
8799,27249
3502,13822
10696,30075
12664,30081
16751,25854
6976,30082
26935,26077
17774,7333
26077,30072
29935,3641
8799,22051
30087,30077
30090,30060
29902,15856
1946,30072
3106,30065
801,22677
8430,7780
30096,30092
935,30065
17774,7780
18060,6506
1345,2051
21268,14074
13972,1358
1985,1985
2000,38783
15934,30065
12120,28178
763,26077
20302,25854
9928,25854
26039,13822
18060,2530
2290,29591
18060,29591
6950,1867
6950,25854
121,29591
2807,29921
13923,14074
19205,25038
1946,30109
3847,1887
4140,25038
8008,30105
1946,17164
12705,37385
14915,30058
30088,30088
3384,13741
3993,29717
9684,2926
19475,25696
2502,13886
10503,30114
30118,5223
6794,27712
30119,30060
8799,27712
586,29598
23907,2837
8008,30098
3493,30098
13650,29717
10503,30114
18060,29591
2622,29717
9849,683
317,683
4649,4362
12310,4362
10194,4362
6950,683
11145,10290
25510,683
21123,683
24492,25102
22758,21816
7460,25854
8430,30116
30035,1528
6950,25854
30035,13741
6950,1528
7460,13139
18060,25869
25097,5223
21907,12968
2356,21574
25510,27947
586,30116
10194,25869
8133,27947
6666,5069
9317,30126
1004,450
21684,26659
18060,30129
12664,27947
10696,1409
8725,13886
6101,25038
3502,10696
11100,8725
20302,1131
9025,13886
2000,4177
17353,1409
6101,30088
29783,29783
13972,30038
121,1887
21108,12481
21108,21700
30140,1245
9928,1409
12166,3168
21375,29254
18060,29591
5442,29956
1345,14167
5801,29254
19739,2594
613,1131
27933,1887
27796,14114
14214,29956
8008,43085
14214,30146
2926,30146
1463,25609
12481,30010
14915,30146
13762,17822
1266,22051
30144,25202
6794,29956
18060,25202
20302,18974
30149,18000
10446,18974
1056,29783
21375,18974
30151,2678
2868,27398
22277,29433
935,2000
586,2000
1847,27933
3847,27398
29956,29956
25510,22714
25510,22714
25510,4087
19276,2000
13650,30157
8887,12310
431,18000
121,17822
30161,29956
5743,27736
30058,2000
10696,25202
1946,27714
8588,24637
431,30144
20302,27547
4231,18000
2233,9924
6094,6094
15235,30164
24179,14233
20302,13356
23571,30169
29333,8725
26672,17965
26672,27547
13762,30162
30180,22998
18060,238
13650,22360
26077,22360
9025,26078
9924,9317
1898,22360
9072,30184
12310,22360
3473,22360
24963,30184
30191,21179
454,238
4696,24637
25510,30193
3619,3619
22377,22051
11100,22051
6999,284
15629,29334
23860,284
16134,49
14830,4953
30194,27002
1669,4177
2622,22360
3106,6269
8906,22360
943,7035
943,30197
943,30196
943,30172
6666,30195
16684,21029
26069,30196
30200,6269
13650,30201
1096,22360
12176,20311
20302,30196
26078,26078
13972,30176
20302,30201
4528,15819
6101,12301
3272,20311
1840,8135
22277,26734
3493,6094
18516,30196
121,5274
3106,20311
7521,27343
27933,30207
11919,30209
11919,30209
9022,30207
21684,13832
1096,6094
13650,30211
8008,29333
402,30205
8588,8135
33663,29956
22971,39719
955,9924
1946,34283
943,5526
30058,39719
6094,6094
10696,1238
10839,30196
10696,39719
454,17822
2290,39719
943,9164
25510,17822
454,30216
24492,7333
27816,25854
1797,2536
11054,30213
33663,29956
10076,30144
3324,3324
15629,1832
935,29333
9022,30220
11926,39719
18060,238
30222,3324
21684,30220
12310,50973
102,6094
21684,30225
2051,30208
238,238
13972,30228
32,27701
27831,1121
9072,6094
1898,30228
35357,238
8430,7333
11124,22051
19276,13441
27816,13441
21349,22971
947,50973
4158,763
20787,6205
1345,6205
27829,22051
19949,6269
30241,17164
30242,8799
27714,11599
8430,24492
454,24492
27831,29347
25510,6269
25510,16046
18256,6094
12849,13215
15934,2530
27069,27069
9310,6269
13972,20346
6094,27550
2622,50973
290,8446
1355,8446
11124,5732
25510,26801
3272,8446
6666,8446
5526,8446
13762,8446
10475,50973
1355,689
22878,13441
9617,30247
13923,22971
2821,4092
22051,26600
26935,8446
75,1355
11100,21123
13762,19801
11072,11072
2664,2664
2481,683
13972,26801
7410,2039
1797,2039
1797,2039
12898,2039
8799,2039
25510,2039
8008,2039
30180,2039
284,24683
1409,2039
14915,2039
13972,2039
20787,30259
30149,25854
21123,2039
8799,16323
25510,30259
15934,2039
7460,30260
3333,2039
25510,30259
3106,2039
10610,30261
3847,30261
22277,2039
2503,2039
1946,15129
13972,27069
18739,30252
6348,21029
344,1149
26935,30196
6094,30196
9672,2039
30180,30267
6427,2039
30081,23911
13923,2039
27933,2784
613,12904
317,20787
1358,1358
1540,30196
11054,2039
30269,30196
1059,1358
943,2555
2821,2039
30269,2039
29992,30270
29555,2039
18516,30268
1840,2039
1483,2039
4144,23907
1310,23907
20787,27570
21684,2039
9025,29936
274,2039
14094,30262
20787,30274
25510,10446
317,30274
29938,2363
26935,27069
8430,30264
28090,26543
25510,10446
11540,30053
431,27831
2926,2841
30280,14170
16002,30281
26935,14251
4118,30196
8008,6316
25510,25028
30286,2039
14689,1409
4118,30207
2926,2784
15934,1409
11100,30281
1355,2039
27829,2784
6942,29956
27829,25028
6942,27388
1355,25854
24985,2039
24985,2039
7252,2039
1409,19576
35840,29634
8008,25028
30284,2039
10696,13033
30259,2503
454,28037
5917,5917
4720,9896
30298,2039
11919,30259
1898,30297
30259,23014
14447,3995
1162,30259
25510,30259
13061,30295
7845,13947
14450,29634
30301,8938
8099,11919
8099,18497
13265,14672
18060,39742
11716,28037
25510,30259
30304,15293
30304,15293
1355,15293
27829,15293
3847,25854
30269,6094
1345,30259
25510,30259
30269,27199
8008,4953
2503,15293
8857,1832
30304,15293
4961,15293
4961,15293
7845,15293
13566,2039
22758,2039
21123,15293
8099,26116
30035,1238
29992,9164
14450,30316
13972,30311
14447,344
3992,30316
4354,6094
1898,2039
10839,2039
3485,25854
25028,15293
23907,1328
25510,12518
454,12518
75,12547
582,1328
30322,5420
3106,3711
8008,30319
6794,5142
21684,30259
454,3343
824,28178
13972,21123
30327,3621
6666,344
30269,30065
1532,15293
20215,10446
12898,10779
13061,30328
1532,15293
30334,15970
30304,10446
11100,27831
6214,29783
30339,29992
2926,15819
586,4994
30322,6628
75,4649
1946,30341
30269,24491
30342,21663
30180,26460
6999,402
431,683
27829,29333
11173,2039
25791,15293
6094,15293
431,29333
2926,4994
14830,29783
431,15293
1266,19885
30347,3621
22991,15293
30269,15293
22049,27962
1532,15293
11919,28037
8435,2039
3992,26148
11919,30104
12166,30356
5340,2039
16678,1483
10839,15293
4140,12481
13972,26148
9833,4621
13972,22073
9652,15293
3384,15242
7410,15293
30363,30259
29720,30363
14094,30363
12166,25854
13923,8799
6794,13626
20302,19493
26327,2039
1946,29570
13972,21123
468,29921
18739,22878
6950,32
344,32
6153,32
9316,27970
11054,23141
15629,4672
30180,386
1946,11919
30364,30060
9269,11919
22277,27896
13923,30375
11919,955
586,2841
14094,6849
7402,12489
4428,25812
4315,2841
1266,24021
9072,30356
30379,2191
30380,10646
30364,1095
408,955
22051,1898
30379,30356
6794,30375
3992,19113
27816,4463
20302,4463
13972,398
4354,8008
13650,26543
30062,1047
20302,4463
8008,955
11332,29570
12166,13061
75,13061
20302,17965
7530,13061
14497,9401
3106,15293
14450,30203
15517,15293
2000,30058
25510,30345
6214,32
1946,6094
25510,30277
454,6094
3493,10986
1266,10986
30277,30277
11054,10986
1441,6094
22971,32
25510,30390
27829,349
11025,30356
4428,13441
13061,13441
8099,1816
27829,10446
17581,30392
12166,1355
1358,1358
4391,26066
12489,12489
7206,30395
13972,20302
30364,29228
8430,22051
75,10758
22789,19471
8430,27832
26505,955
12166,10758
13488,13488
14830,30277
4231,30203
1946,1437
2554,29433
21684,10903
6094,27592
14094,763
27592,27592
10381,27760
2926,2841
2926,2841
5740,763
2008,27858
22277,30410
11260,12983
5734,2039
10446,15293
15054,8176
8799,8799
30364,7780
25510,30412
15837,30403
15629,29334
75,30419
13265,30412
30420,30418
30379,30418
4231,7780
8008,24963
9502,27736
6094,15293
11142,30418
26449,26449
30269,2672
9025,15684
2991,30419
6986,30425
25510,20159
13923,20159
11054,1375
27831,27962
9269,11
2622,30427
27816,30427
1056,25265
22878,30418
10076,9164
28104,27962
23291,9676
16325,15293
20716,11
5495,30431
27829,30431
15629,30430
23141,30081
10696,2734
18756,23907
11100,27832
943,9275
2554,30433
9317,30430
5371,23064
6415,29783
30304,30058
23860,10446
30269,30375
3106,11
